API_CALL_TIMESTAMP,COPYRIGHT,LAST_MODIFIED,NUM_RESULTS,RESULTS_BESTSELLERS_DATE,RESULTS_DISPLAY_NAME,RESULTS_LIST_NAME,RESULTS_LIST_NAME_ENCODED,RESULTS_NEXT_PUBLISHED_DATE,RESULTS_NORMAL_LIST_ENDS_AT,RESULTS_PREVIOUS_PUBLISHED_DATE,RESULTS_PUBLISHED_DATE,RESULTS_PUBLISHED_DATE_DESCRIPTION,RESULTS_UPDATED,STATUS
2025-01-17 13:58:10.000,Copyright (c) 2025 The New York Times Company.  All Rights Reserved.,2025-01-15T23:24:38-05:00,15,2025-01-11,Combined Print & E-Book Fiction,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,,15,2025-01-19,2025-01-26,latest,WEEKLY,OK
